Borough,Year,Price_Index
Bexley,1999,33.15273679
Bexley,2000,39.42164547
Bexley,2001,44.51826585
Bexley,2002,52.26257527
Bexley,2003,62.83905592
Bexley,2004,68.4394598
Bexley,2005,71.25549865
Bexley,2006,73.28753091
Bexley,2007,79.49755441
Bexley,2008,80.30492779
Bexley,2009,72.22535816
Bexley,2010,76.74237324
Bexley,2011,76.665241
Bexley,2012,77.38125429
Bexley,2013,81.55461712
Bexley,2014,93.39378562
Bexley,2015,104.7594802
Bexley,2016,122.8507982
Bexley,2017,128.2494199
Bexley,2018,130.9154208
Bexley,2019,128.6994779
Bexley,2020,131.1651573
Bexley,2021,141.15
Bexley,2022,153.0666667
Bexley,2023,152.6583333
Bexley,2024,152.6777778
Brent,1995,17.26702174
Brent,1996,17.78862182
Brent,1997,20.51076726
Brent,1998,23.80754365
Brent,1999,26.51827555
Brent,2000,33.32887623
Brent,2001,37.18870213
Brent,2002,43.95336594
Brent,2003,51.18921868
Brent,2004,55.80488327
Brent,2005,57.1446905
Brent,2006,59.87870857
Brent,2007,67.8565744
Brent,2008,69.21906402
Brent,2009,62.51466272
Brent,2010,68.46359406
Brent,2011,70.68654746
Brent,2012,74.26815775
Brent,2013,80.30745662
Brent,2014,93.31907564
Brent,2015,104.2576856
Brent,2016,115.7291341
Brent,2017,115.3116641
Brent,2018,116.5489686
Brent,2019,112.2128997
Brent,2020,115.3063191
Brent,2021,115.9583333
Brent,2022,123.4
Brent,2023,122.6
Brent,2024,124
Bromley,1995,21.98366374
Bromley,1996,22.40746507
Bromley,1997,25.27109511
Bromley,1998,29.04248361
Bromley,1999,32.4184983
Bromley,2000,39.64717754
Bromley,2001,43.48381819
Bromley,2002,50.0585357
Bromley,2003,57.92939318
Bromley,2004,62.88297561
Bromley,2005,64.31076896
Bromley,2006,66.96740147
Bromley,2007,74.35317223
Bromley,2008,74.48662076
Bromley,2009,67.02577326
Bromley,2010,72.69545335
Bromley,2011,73.7214604
Bromley,2012,75.63920842
Bromley,2013,79.5667869
Bromley,2014,93.2954387
Bromley,2015,103.4399037
Bromley,2016,114.7919336
Bromley,2017,118.3349852
Bromley,2018,118.9244891
Bromley,2019,116.9966844
Bromley,2020,116.6800064
Bromley,2021,125.1916667
Bromley,2022,134.8166667
Bromley,2023,133.775
Bromley,2024,131.9888889
Camden,1995,15.63773459
Camden,1996,17.38421153
Camden,1997,19.5060641
Camden,1998,22.17534122
Camden,1999,24.82586498
Camden,2000,32.10430759
Camden,2001,36.19400738
Camden,2002,40.81715199
Camden,2003,41.97007693
Camden,2004,45.71089057
Camden,2005,47.8541627
Camden,2006,51.29361319
Camden,2007,60.60425614
Camden,2008,65.1172483
Camden,2009,59.0637606
Camden,2010,66.67597448
Camden,2011,72.02488149
Camden,2012,76.15271993
Camden,2013,86.7125569
Camden,2014,98.28019511
Camden,2015,102.301696
Camden,2016,104.8582022
Camden,2017,109.0452232
Camden,2018,109.4141153
Camden,2019,110.1898045
Camden,2020,108.2946378
Camden,2021,108.9666667
Camden,2022,112.2
Camden,2023,111.1
Camden,2024,108.4111111
City of London,1995,12.64377122
City of London,1996,13.48163385
City of London,1997,14.9442948
City of London,1998,18.88965285
City of London,1999,21.8587941
City of London,2000,27.9046005
City of London,2001,31.98114659
City of London,2002,34.40650064
City of London,2003,34.55697377
City of London,2004,38.41338845
City of London,2005,39.78524575
City of London,2006,43.19678004
City of London,2007,55.36008438
City of London,2008,54.52532742
City of London,2009,48.92615126
City of London,2010,57.88976037
City of London,2011,59.20002125
City of London,2012,67.0345746
City of London,2013,72.73612739
City of London,2014,90.52134093
City of London,2015,97.01231425
City of London,2016,104.4214247
City of London,2017,108.4377443
City of London,2018,100.1647631
City of London,2019,101.6231868
City of London,2020,105.6740856
City of London,2021,104.2083333
City of London,2022,117.3166667
City of London,2023,114.2083333
City of London,2024,100.1333333
Croydon,1995,23.86385787
Croydon,1996,24.1375862
Croydon,1997,26.8937593
Croydon,1998,30.51850736
Croydon,1999,33.6450662
Croydon,2000,41.12517876
Croydon,2001,45.87968292
Croydon,2002,54.36719948
Croydon,2003,64.32543059
Croydon,2004,68.7588334
Croydon,2005,70.77352174
Croydon,2006,73.44093784
Croydon,2007,80.90383369
Croydon,2008,81.71160932
Croydon,2009,70.53082114
Croydon,2010,75.70129776
Croydon,2011,74.58914497
Croydon,2012,76.80145694
Croydon,2013,81.17192078
Croydon,2014,95.15560756
Croydon,2015,106.3171564
Croydon,2016,123.2075786
Croydon,2017,128.9924055
Croydon,2018,128.2077856
Croydon,2019,126.7012579
Croydon,2020,129.7165689
Croydon,2021,134.2
Croydon,2022,141.25
Croydon,2023,139.6666667
Croydon,2024,136.1
Ealing,1995,19.6949447
Ealing,1996,20.22145471
Ealing,1997,23.71720925
Ealing,1998,26.99991447
Ealing,1999,30.62159011
Ealing,2000,37.17639818
Ealing,2001,41.27000125
Ealing,2002,48.11706627
Ealing,2003,53.75803074
Ealing,2004,58.45011326
Ealing,2005,59.37963922
Ealing,2006,63.09813055
Ealing,2007,71.24042424
Ealing,2008,71.61409445
Ealing,2009,64.02825055
Ealing,2010,71.00811083
Ealing,2011,73.30725294
Ealing,2012,77.28187947
Ealing,2013,81.9841436
Ealing,2014,97.00666178
Ealing,2015,106.2871524
Ealing,2016,115.5334643
Ealing,2017,117.5101273
Ealing,2018,116.4174945
Ealing,2019,114.4918581
Ealing,2020,116.3340555
Ealing,2021,122.6416667
Ealing,2022,128.9083333
Ealing,2023,127.9333333
Ealing,2024,129.8666667
Enfield,1995,22.77503686
Enfield,1996,23.43242347
Enfield,1997,26.45312634
Enfield,1998,29.43376131
Enfield,1999,32.26758669
Enfield,2000,38.54861312
Enfield,2001,42.9381862
Enfield,2002,50.55617342
Enfield,2003,60.29516282
Enfield,2004,65.1281546
Enfield,2005,67.24807301
Enfield,2006,69.46062352
Enfield,2007,77.17107481
Enfield,2008,77.78091802
Enfield,2009,70.23623636
Enfield,2010,76.60653659
Enfield,2011,76.56342792
Enfield,2012,78.35921909
Enfield,2013,82.76880147
Enfield,2014,93.18162589
Enfield,2015,106.1496948
Enfield,2016,121.9648233
Enfield,2017,125.2677279
Enfield,2018,125.4687178
Enfield,2019,124.1634835
Enfield,2020,125.5334382
Enfield,2021,133.6666667
Enfield,2022,140.95
Enfield,2023,138.9916667
Enfield,2024,138.0777778
Greenwich,1995,19.96773939
Greenwich,1996,20.53379164
Greenwich,1997,22.70129835
Greenwich,1998,25.68281821
Greenwich,1999,28.62686429
Greenwich,2000,34.70126178
Greenwich,2001,39.63323591
Greenwich,2002,46.43767389
Greenwich,2003,53.87830782
Greenwich,2004,58.87135381
Greenwich,2005,61.84824808
Greenwich,2006,65.2575534
Greenwich,2007,72.0913633
Greenwich,2008,72.80774614
Greenwich,2009,66.25151016
Greenwich,2010,72.15674084
Greenwich,2011,72.22789351
Greenwich,2012,74.64873278
Greenwich,2013,79.82059375
Greenwich,2014,93.98050515
Greenwich,2015,104.5321498
Greenwich,2016,117.4121423
Greenwich,2017,123.4009743
Greenwich,2018,122.3418103
Greenwich,2019,123.8616154
Greenwich,2020,125.0945297
Greenwich,2021,131.7583333
Greenwich,2022,140.7666667
Greenwich,2023,136.55
Greenwich,2024,139.5
Hackney,1995,14.06600143
Hackney,1996,14.752674
Hackney,1997,16.65495943
Hackney,1998,18.71992147
Hackney,1999,22.48297864
Hackney,2000,28.2765633
Hackney,2001,32.68202474
Hackney,2002,38.40500619
Hackney,2003,42.83671654
Hackney,2004,46.37440913
Hackney,2005,48.56019548
Hackney,2006,53.95388112
Hackney,2007,61.86676187
Hackney,2008,66.42028707
Hackney,2009,60.12919803
Hackney,2010,64.0172482
Hackney,2011,65.76580172
Hackney,2012,69.3436432
Hackney,2013,79.3942122
Hackney,2014,97.23000974
Hackney,2015,107.9695896
Hackney,2016,114.5626972
Hackney,2017,116.9613864
Hackney,2018,116.0323869
Hackney,2019,118.2191274
Hackney,2020,124.1809169
Hackney,2021,122.2916667
Hackney,2022,126.2833333
Hackney,2023,126.2333333
Hackney,2024,125.1555556
Hammersmith & Fulham,1995,16.82743458
Hammersmith & Fulham,1996,18.03000467
Hammersmith & Fulham,1997,20.71692817
Hammersmith & Fulham,1998,23.94178597
Hammersmith & Fulham,1999,27.1588027
Hammersmith & Fulham,2000,33.7627689
Hammersmith & Fulham,2001,37.128933
Hammersmith & Fulham,2002,41.29903008
Hammersmith & Fulham,2003,43.53106793
Hammersmith & Fulham,2004,46.88667285
Hammersmith & Fulham,2005,49.5075967
Hammersmith & Fulham,2006,54.28812484
Hammersmith & Fulham,2007,64.74114992
Hammersmith & Fulham,2008,64.85136255
Hammersmith & Fulham,2009,59.45905217
Hammersmith & Fulham,2010,68.58027525
Hammersmith & Fulham,2011,70.80822781
Hammersmith & Fulham,2012,77.43173671
Hammersmith & Fulham,2013,86.23164597
Hammersmith & Fulham,2014,98.4620031
Hammersmith & Fulham,2015,103.8874224
Hammersmith & Fulham,2016,103.1041744
Hammersmith & Fulham,2017,103.3503681
Hammersmith & Fulham,2018,99.09361301
Hammersmith & Fulham,2019,98.01070407
Hammersmith & Fulham,2020,99.26486017
Hammersmith & Fulham,2021,104.375
Hammersmith & Fulham,2022,105.7166667
Hammersmith & Fulham,2023,112.3833333
Hammersmith & Fulham,2024,104.1111111
Haringey,1995,17.56329978
Haringey,1996,18.53332598
Haringey,1997,20.93025282
Haringey,1998,23.55997281
Haringey,1999,26.33743323
Haringey,2000,32.02096598
Haringey,2001,36.21666369
Haringey,2002,42.94431841
Haringey,2003,48.32193339
Haringey,2004,51.81910339
Haringey,2005,53.91487649
Haringey,2006,57.88474016
Haringey,2007,67.0061981
Haringey,2008,66.54266843
Haringey,2009,60.58094128
Haringey,2010,68.97362602
Haringey,2011,71.60301599
Haringey,2012,74.5019739
Haringey,2013,81.64052413
Haringey,2014,95.58399526
Haringey,2015,105.4160212
Haringey,2016,115.7332392
Haringey,2017,122.231932
Haringey,2018,120.9699321
Haringey,2019,119.790189
Haringey,2020,122.2189213
Haringey,2021,120.7666667
Haringey,2022,126.0666667
Haringey,2023,127.5583333
Haringey,2024,124.9888889
Harrow,1995,21.37663488
Harrow,1996,21.99275641
Harrow,1997,25.46243703
Harrow,1998,29.37724897
Harrow,1999,32.42541575
Harrow,2000,39.03058939
Harrow,2001,43.57516853
Harrow,2002,51.87574139
Harrow,2003,59.53305408
Harrow,2004,64.57352803
Harrow,2005,65.35189119
Harrow,2006,67.9408417
Harrow,2007,75.11866136
Harrow,2008,75.41505504
Harrow,2009,67.32352959
Harrow,2010,74.77927694
Harrow,2011,75.8828434
Harrow,2012,78.0396916
Harrow,2013,81.74916323
Harrow,2014,92.34491954
Harrow,2015,104.5814359
Harrow,2016,116.1650991
Harrow,2017,120.4909034
Harrow,2018,119.2466842
Harrow,2019,114.9941135
Harrow,2020,116.5576439
Harrow,2021,125.2583333
Harrow,2022,133.125
Harrow,2023,130.8
Harrow,2024,131.2
Havering,1995,24.58654302
Havering,1996,24.97072697
Havering,1997,27.44354793
Havering,1998,30.82349448
Havering,1999,33.44747938
Havering,2000,39.40441862
Havering,2001,44.67547591
Havering,2002,53.67547866
Havering,2003,64.4965102
Havering,2004,70.57270132
Havering,2005,73.47307037
Havering,2006,76.09061885
Havering,2007,84.09095599
Havering,2008,83.34877857
Havering,2009,74.16259852
Havering,2010,79.36613411
Havering,2011,79.05844979
Havering,2012,79.79419525
Havering,2013,81.53220975
Havering,2014,93.35664065
Havering,2015,105.087124
Havering,2016,123.0763286
Havering,2017,129.8009253
Havering,2018,133.3384035
Havering,2019,131.2975267
Havering,2020,132.9592948
Havering,2021,138.3916667
Havering,2022,149.4
Havering,2023,150.625
Havering,2024,148.9777778
Hillingdon,1995,22.30918606
Hillingdon,1996,22.91342585
Hillingdon,1997,25.99675135
Hillingdon,1998,29.5444487
Hillingdon,1999,32.94708929
Hillingdon,2000,39.75481174
Hillingdon,2001,43.94753913
Hillingdon,2002,52.06997438
Hillingdon,2003,61.31380702
Hillingdon,2004,65.24242206
Hillingdon,2005,67.42135127
Hillingdon,2006,69.99397607
Hillingdon,2007,76.77955199
Hillingdon,2008,77.30634887
Hillingdon,2009,69.04745385
Hillingdon,2010,75.01094696
Hillingdon,2011,76.15736422
Hillingdon,2012,78.78730371
Hillingdon,2013,81.84783429
Hillingdon,2014,92.49103707
Hillingdon,2015,106.6971437
Hillingdon,2016,121.2289378
Hillingdon,2017,125.0991091
Hillingdon,2018,124.0950818
Hillingdon,2019,122.3055054
Hillingdon,2020,123.9818718
Hillingdon,2021,128.8833333
Hillingdon,2022,136.8
Hillingdon,2023,136.2083333
Hillingdon,2024,135.2666667
Hounslow,1995,21.76440429
Hounslow,1996,22.04654432
Hounslow,1997,25.22401193
Hounslow,1998,29.76253002
Hounslow,1999,33.44087353
Hounslow,2000,40.7665329
Hounslow,2001,45.83848018
Hounslow,2002,52.25645591
Hounslow,2003,59.15777897
Hounslow,2004,64.39914949
Hounslow,2005,66.51581177
Hounslow,2006,70.73003351
Hounslow,2007,77.64766895
Hounslow,2008,78.45846187
Hounslow,2009,70.49077024
Hounslow,2010,76.81854915
Hounslow,2011,78.95367167
Hounslow,2012,79.95414633
Hounslow,2013,86.70331905
Hounslow,2014,96.83299296
Hounslow,2015,104.8631445
Hounslow,2016,115.3137089
Hounslow,2017,119.6231041
Hounslow,2018,118.3677771
Hounslow,2019,119.8880269
Hounslow,2020,123.1772757
Hounslow,2021,125.5416667
Hounslow,2022,133.2166667
Hounslow,2023,135.675
Hounslow,2024,135.7888889
Inner London,1995,15.37874279
Inner London,1996,16.3407265
Inner London,1997,18.97375069
Inner London,1998,21.769975
Inner London,1999,24.94404788
Inner London,2000,31.23720577
Inner London,2001,35.44298493
Inner London,2002,40.97162108
Inner London,2003,45.04468859
Inner London,2004,48.63273147
Inner London,2005,50.5011938
Inner London,2006,54.8223102
Inner London,2007,64.58019968
Inner London,2008,65.40605312
Inner London,2009,59.33006395
Inner London,2010,66.36131838
Inner London,2011,68.98471199
Inner London,2012,72.98445022
Inner London,2013,80.91283122
Inner London,2014,95.95918699
Inner London,2015,104.1224467
Inner London,2016,111.5110628
Inner London,2017,114.214785
Inner London,2018,112.5687752
Inner London,2019,110.7990198
Inner London,2020,114.2680649
Inner London,2021,115.5583333
Inner London,2022,120.2166667
Inner London,2023,118.7083333
Inner London,2024,115.9222222
Islington,1995,15.50408293
Islington,1996,15.74983875
Islington,1997,18.74861879
Islington,1998,21.76605409
Islington,1999,25.24487931
Islington,2000,31.25543165
Islington,2001,35.6661631
Islington,2002,40.1999649
Islington,2003,42.52408662
Islington,2004,46.39574389
Islington,2005,47.8779016
Islington,2006,51.86327993
Islington,2007,62.57534158
Islington,2008,62.75816661
Islington,2009,56.02338584
Islington,2010,64.5855931
Islington,2011,68.81205142
Islington,2012,71.73040335
Islington,2013,80.43947723
Islington,2014,94.94571661
Islington,2015,104.3525858
Islington,2016,104.1885927
Islington,2017,105.4829598
Islington,2018,105.3885804
Islington,2019,102.7848723
Islington,2020,107.2836591
Islington,2021,110.1916667
Islington,2022,112.3833333
Islington,2023,112.3333333
Islington,2024,112.6555556
Kensington & Chelsea,1995,14.68430091
Kensington & Chelsea,1996,15.77307076
Kensington & Chelsea,1997,18.78054832
Kensington & Chelsea,1998,20.43238574
Kensington & Chelsea,1999,23.71445237
Kensington & Chelsea,2000,28.69001443
Kensington & Chelsea,2001,31.98898252
Kensington & Chelsea,2002,35.05387567
Kensington & Chelsea,2003,35.0621121
Kensington & Chelsea,2004,38.99828892
Kensington & Chelsea,2005,39.60890379
Kensington & Chelsea,2006,45.53275519
Kensington & Chelsea,2007,56.8527288
Kensington & Chelsea,2008,59.7579174
Kensington & Chelsea,2009,53.69352382
Kensington & Chelsea,2010,63.75380762
Kensington & Chelsea,2011,69.17884837
Kensington & Chelsea,2012,76.82946262
Kensington & Chelsea,2013,85.77811624
Kensington & Chelsea,2014,98.10020362
Kensington & Chelsea,2015,99.14310963
Kensington & Chelsea,2016,97.17353376
Kensington & Chelsea,2017,102.3743013
Kensington & Chelsea,2018,103.8409575
Kensington & Chelsea,2019,94.10669962
Kensington & Chelsea,2020,100.5490565
Kensington & Chelsea,2021,102.3166667
Kensington & Chelsea,2022,110.1666667
Kensington & Chelsea,2023,103.8833333
Kensington & Chelsea,2024,94.91111111
Kingston upon Thames,1995,19.40463968
Kingston upon Thames,1996,20.38349713
Kingston upon Thames,1997,23.39099376
Kingston upon Thames,1998,27.26609395
Kingston upon Thames,1999,30.38091555
Kingston upon Thames,2000,38.13649273
Kingston upon Thames,2001,41.88834483
Kingston upon Thames,2002,47.57635967
Kingston upon Thames,2003,53.47362151
Kingston upon Thames,2004,57.72368279
Kingston upon Thames,2005,58.83216162
Kingston upon Thames,2006,61.99699844
Kingston upon Thames,2007,71.7327889
Kingston upon Thames,2008,72.70888742
Kingston upon Thames,2009,62.49059517
Kingston upon Thames,2010,71.28321268
Kingston upon Thames,2011,73.1018336
Kingston upon Thames,2012,76.03074636
Kingston upon Thames,2013,80.98775603
Kingston upon Thames,2014,95.12849483
Kingston upon Thames,2015,102.6000083
Kingston upon Thames,2016,113.2185663
Kingston upon Thames,2017,115.3232875
Kingston upon Thames,2018,116.4272305
Kingston upon Thames,2019,113.994637
Kingston upon Thames,2020,114.9463424
Kingston upon Thames,2021,119.4833333
Kingston upon Thames,2022,129.2833333
Kingston upon Thames,2023,129.9416667
Kingston upon Thames,2024,127.0444444
LONDON,1995,18.54829341
LONDON,1996,19.40343038
LONDON,1997,22.32704222
LONDON,1998,25.34721562
LONDON,1999,28.7171385
LONDON,2000,35.2507366
LONDON,2001,39.52508389
LONDON,2002,46.51779582
LONDON,2003,52.40219889
LONDON,2004,56.7495306
LONDON,2005,58.41647243
LONDON,2006,62.37626129
LONDON,2007,71.27115141
LONDON,2008,70.23974276
LONDON,2009,64.00779177
LONDON,2010,70.63297249
LONDON,2011,72.12434409
LONDON,2012,75.44476939
LONDON,2013,81.7103056
LONDON,2014,95.84877258
LONDON,2015,105.5322979
LONDON,2016,116.0496157
LONDON,2017,119.2131682
LONDON,2018,118.6167664
LONDON,2019,116.9371366
LONDON,2020,120.05792
LONDON,2021,124.1583333
LONDON,2022,131.2166667
LONDON,2023,129.2833333
LONDON,2024,128.5222222
Lambeth,1995,15.43524072
Lambeth,1996,16.41850857
Lambeth,1997,19.46902239
Lambeth,1998,23.38416228
Lambeth,1999,26.42951712
Lambeth,2000,33.55100183
Lambeth,2001,37.32358495
Lambeth,2002,43.16316895
Lambeth,2003,46.09271638
Lambeth,2004,50.2881477
Lambeth,2005,51.86643536
Lambeth,2006,56.69145223
Lambeth,2007,67.59100319
Lambeth,2008,66.96564977
Lambeth,2009,60.58840065
Lambeth,2010,67.34910426
Lambeth,2011,68.90428616
Lambeth,2012,74.21575671
Lambeth,2013,82.2613085
Lambeth,2014,98.27526528
Lambeth,2015,106.8849875
Lambeth,2016,116.6186466
Lambeth,2017,117.5118687
Lambeth,2018,115.9432283
Lambeth,2019,115.0966498
Lambeth,2020,119.3957118
Lambeth,2021,121.125
Lambeth,2022,123.2333333
Lambeth,2023,122.5583333
Lambeth,2024,119.4888889
Lewisham,1995,17.30048504
Lewisham,1996,17.59572663
Lewisham,1997,19.43622276
Lewisham,1998,22.19468472
Lewisham,1999,24.88490357
Lewisham,2000,31.46275033
Lewisham,2001,35.64979247
Lewisham,2002,42.24036768
Lewisham,2003,50.20919682
Lewisham,2004,54.07958868
Lewisham,2005,56.08028911
Lewisham,2006,59.45749815
Lewisham,2007,67.47672366
Lewisham,2008,67.95515216
Lewisham,2009,62.0858372
Lewisham,2010,66.27999456
Lewisham,2011,66.99547255
Lewisham,2012,70.68422203
Lewisham,2013,76.63199424
Lewisham,2014,92.79122269
Lewisham,2015,104.3198418
Lewisham,2016,118.3051831
Lewisham,2017,120.7733471
Lewisham,2018,120.9146981
Lewisham,2019,120.0617942
Lewisham,2020,124.0821831
Lewisham,2021,126.25
Lewisham,2022,130.0916667
Lewisham,2023,130.5583333
Lewisham,2024,131.3
Merton,1995,18.96478684
Merton,1996,19.78893033
Merton,1997,22.54531841
Merton,1998,25.45494797
Merton,1999,28.71816065
Merton,2000,35.71599755
Merton,2001,39.35362303
Merton,2002,46.10748722
Merton,2003,51.92161262
Merton,2004,56.0925578
Merton,2005,58.01352035
Merton,2006,60.55970082
Merton,2007,70.17104245
Merton,2008,70.83446596
Merton,2009,63.98451773
Merton,2010,70.67541245
Merton,2011,72.10392092
Merton,2012,74.61991135
Merton,2013,81.16957346
Merton,2014,98.94032922
Merton,2015,107.8278483
Merton,2016,117.8556075
Merton,2017,120.6634022
Merton,2018,120.7875793
Merton,2019,118.9273996
Merton,2020,123.4760586
Merton,2021,127.4666667
Merton,2022,132.5166667
Merton,2023,133.4666667
Merton,2024,132.6222222
NORTH EAST,1995,36.09527672
NORTH EAST,1996,36.12830452
NORTH EAST,1997,37.47921599
NORTH EAST,1998,38.73751499
NORTH EAST,1999,40.11707455
NORTH EAST,2000,42.08942399
NORTH EAST,2001,44.97073436
NORTH EAST,2002,52.80417044
NORTH EAST,2003,68.05767482
NORTH EAST,2004,88.78523977
NORTH EAST,2005,100.958624
NORTH EAST,2006,109.4330886
NORTH EAST,2007,116.3464505
NORTH EAST,2008,111.8106711
NORTH EAST,2009,103.2431472
NORTH EAST,2010,104.6646788
NORTH EAST,2011,100.2317644
NORTH EAST,2012,99.30754518
NORTH EAST,2013,98.94955517
NORTH EAST,2014,101.2066153
NORTH EAST,2015,103.550716
NORTH EAST,2016,106.209
NORTH EAST,2017,108.0579374
NORTH EAST,2018,109.5453658
NORTH EAST,2019,109.7680998
NORTH EAST,2020,111.7958084
NORTH EAST,2021,123.9916667
NORTH EAST,2022,133.65
NORTH EAST,2023,135.0166667
NORTH EAST,2024,137.5666667
Newham,1995,19.62167358
Newham,1996,20.04333833
Newham,1997,21.92171289
Newham,1998,24.3305984
Newham,1999,26.79499962
Newham,2000,33.39680606
Newham,2001,39.10478192
Newham,2002,49.42094094
Newham,2003,60.56019848
Newham,2004,66.75970215
Newham,2005,69.59104774
Newham,2006,73.08924218
Newham,2007,81.3959929
Newham,2008,79.73484014
Newham,2009,67.67183423
Newham,2010,73.51427216
Newham,2011,74.66359214
Newham,2012,76.51921412
Newham,2013,80.10007891
Newham,2014,92.87385712
Newham,2015,106.9843653
Newham,2016,125.104797
Newham,2017,130.2011687
Newham,2018,129.138465
Newham,2019,130.8571668
Newham,2020,134.3893465
Newham,2021,138.7916667
Newham,2022,144.5083333
Newham,2023,145.1916667
Newham,2024,145.9444444
Outer London,1995,20.94230874
Outer London,1996,21.52071829
Outer London,1997,24.34300453
Outer London,1998,27.78620795
Outer London,1999,30.77627788
Outer London,2000,37.56076944
Outer London,2001,41.87944391
Outer London,2002,49.3898392
Outer London,2003,57.4320547
Outer London,2004,62.28338689
Outer London,2005,64.10795678
Outer London,2006,67.07725708
Outer London,2007,74.97028048
Outer London,2008,75.35612739
Outer London,2009,67.00512019
Outer London,2010,73.31793842
Outer London,2011,74.27238114
Outer London,2012,76.66559521
Outer London,2013,81.20377316
Outer London,2014,94.22988565
Outer London,2015,105.0974945
Outer London,2016,118.3165737
Outer London,2017,122.3933291
Outer London,2018,122.789178
Outer London,2019,121.0547275
Outer London,2020,123.3827334
Outer London,2021,129.45
Outer London,2022,137.8916667
Outer London,2023,137.2916667
Outer London,2024,136.3777778
Redbridge,1995,22.32916859
Redbridge,1996,23.18386369
Redbridge,1997,25.64913548
Redbridge,1998,29.07706826
Redbridge,1999,31.66931855
Redbridge,2000,38.26486719
Redbridge,2001,43.5589752
Redbridge,2002,52.10558653
Redbridge,2003,62.62830172
Redbridge,2004,68.57991421
Redbridge,2005,69.6724727
Redbridge,2006,73.75213838
Redbridge,2007,82.12260429
Redbridge,2008,81.35092488
Redbridge,2009,71.60916461
Redbridge,2010,77.62992323
Redbridge,2011,80.59290532
Redbridge,2012,81.80703741
Redbridge,2013,84.54906361
Redbridge,2014,93.57466501
Redbridge,2015,105.7675836
Redbridge,2016,120.5475668
Redbridge,2017,126.2276055
Redbridge,2018,129.9800165
Redbridge,2019,126.5427003
Redbridge,2020,130.1306199
Redbridge,2021,139.1083333
Redbridge,2022,146.4916667
Redbridge,2023,145.5166667
Redbridge,2024,146.1888889
Richmond upon Thames,1995,18.52438266
Richmond upon Thames,1996,19.77442115
Richmond upon Thames,1997,23.03595116
Richmond upon Thames,1998,27.4692698
Richmond upon Thames,1999,30.64109862
Richmond upon Thames,2000,38.41107173
Richmond upon Thames,2001,40.68120556
Richmond upon Thames,2002,45.79828695
Richmond upon Thames,2003,49.58747598
Richmond upon Thames,2004,53.3588455
Richmond upon Thames,2005,54.55198769
Richmond upon Thames,2006,58.74559797
Richmond upon Thames,2007,69.17760887
Richmond upon Thames,2008,69.01011912
Richmond upon Thames,2009,62.26755402
Richmond upon Thames,2010,70.81289865
Richmond upon Thames,2011,73.24930662
Richmond upon Thames,2012,76.68889171
Richmond upon Thames,2013,82.95523691
Richmond upon Thames,2014,97.27338529
Richmond upon Thames,2015,104.3065292
Richmond upon Thames,2016,110.2035209
Richmond upon Thames,2017,112.1460807
Richmond upon Thames,2018,109.9528919
Richmond upon Thames,2019,109.3415749
Richmond upon Thames,2020,114.8247466
Richmond upon Thames,2021,117.9583333
Richmond upon Thames,2022,125.625
Richmond upon Thames,2023,125.5833333
Richmond upon Thames,2024,122.5
Southwark,1995,14.36961838
Southwark,1996,15.67939774
Southwark,1997,17.82802807
Southwark,1998,20.4397225
Southwark,1999,24.6576599
Southwark,2000,31.81321031
Southwark,2001,36.78186457
